payments,purchases,credit_limit,minimum_payments,oneoff_purchases,balance,cash_advance,cash_advance_trx,purchases_trx,installments_purchases
3633.579097,0.0,1800.0,577.463579,0.0,902.491328,3936.354616,5,0,0.0
595.55337,112.57,1800.0,379.959706,112.57,1599.306976,70.564078,1,3,0.0
1373.649725,0.0,2000.0,362.565529,0.0,970.322769,2034.69483,14,0,0.0
1287.745322,1245.33,7000.0,1531.220292,1245.33,5815.890916,2697.454999,10,18,0.0
432.72779,140.2,6500.0,591.069406,140.2,1738.377115,0.0,0,12,0.0
3570.597218,3618.19,15000.0,53.62807,2804.79,21.311946,0.0,0,40,813.4
1293.523382,270.97,10000.0,181.597864,107.15,462.916347,0.0,0,7,163.82
397.388693,792.14,1500.0,706.199917,703.58,1281.276331,0.0,0,18,88.56
350.387978,453.91,6000.0,228.165965,318.91,632.807858,927.939586,8,8,135.0
1149.733036,654.0,2400.0,3175.27696,300.0,2463.60548,0.0,0,17,354.0
2136.389192,540.0,4000.0,247.620077,540.0,1236.635476,0.0,0,9,0.0
5142.624134,1910.13,13000.0,425.204466,1852.06,1563.48528,0.0,0,35,58.07
2358.946309,687.97,7500.0,1898.480847,542.97,6877.284986,3406.90934,12,11,145.0
6083.426724,5835.57,9000.0,204.763572,3974.7,598.423093,0.0,0,53,1860.87
189.106448,1060.0,2100.0,213.863185,1060.0,955.415962,0.0,0,1,0.0
10414.467,11507.4,10500.0,258.364994,5904.78,847.191896,0.0,0,148,5602.62
326.635918,290.0,6000.0,158.281177,0.0,44.174721,0.0,0,9,290.0
1963.299182,80.0,15000.0,2141.764453,80.0,7820.331303,1147.891529,3,1,0.0
335.809644,45.65,1000.0,442.354727,45.65,937.276757,19.995297,1,1,0.0
5588.683151,6842.23,3500.0,280.509038,4938.13,776.255666,0.0,0,112,1904.1
1664.863771,211.22,3500.0,168.230369,83.0,815.832195,3214.78962,23,6,128.22
11721.86573,470.54,10000.0,1183.292044,139.38,4939.64603,8753.243163,39,14,331.16
397.090516,1450.0,1500.0,227.143184,1450.0,1053.59473,0.0,0,1,0.0
248.81801,170.07,6000.0,264.497515,118.2,1877.424948,0.0,0,2,51.87
199.171196,105.78,3500.0,88.814442,105.78,8.928211,0.0,0,6,0.0
703.005516,330.89,6000.0,720.646441,71.4,2139.919711,2649.967098,18,7,259.49
965.182597,897.42,7000.0,191.931603,684.12,137.909416,0.0,0,27,213.3
317.211622,0.0,1500.0,531.398722,0.0,1301.549278,72.681585,1,0,0.0
1308.806298,316.78,4500.0,248.833196,0.0,287.140554,0.0,0,15,316.78
195.490843,426.83,6000.0,88.384521,426.83,26.621291,0.0,0,5,0.0
16616.23528,4340.42,11500.0,1688.710521,3608.17,6887.915143,7028.901031,29,59,732.25
1437.155317,1672.35,5500.0,287.831911,1571.35,740.382347,310.806852,3,15,101.0
3537.693441,448.07,3000.0,1105.400886,448.07,2719.526277,3474.764847,4,7,0.0
216.850592,219.37,6000.0,76.604414,219.37,9.75539,0.0,0,12,0.0
1462.037592,724.83,1500.0,3397.732291,0.0,1689.319684,0.0,0,7,724.83
1576.039085,29.6,6000.0,108.744838,29.6,62.053779,838.60032,2,1,0.0
348.50421,144.49,1500.0,417.305741,144.49,1417.474456,0.0,0,6,0.0
833.515706,252.0,1800.0,592.475313,252.0,1613.321542,0.0,0,3,0.0
1041.707049,788.14,9000.0,192.452296,788.14,392.194003,0.0,0,2,0.0
1225.983876,1141.24,1200.0,2595.332901,999.08,936.041324,0.0,0,12,142.16
1942.140315,2702.57,3000.0,188.998017,1942.77,527.761784,0.0,0,32,759.8
1470.711716,1286.34,2100.0,2972.477983,0.0,1283.402142,0.0,0,35,1286.34
1226.857482,2469.28,8000.0,2016.38299,905.98,5355.922523,5839.680075,27,33,1563.3
912.737392,161.5,3000.0,114.337421,161.5,15.236618,0.0,0,1,0.0
326.168469,96.2,9000.0,202.58767,0.0,153.003135,0.0,0,10,96.2
812.097275,2329.12,5500.0,231.774034,1567.22,248.200613,0.0,0,31,761.9
323.642185,0.0,1500.0,429.538368,0.0,1466.91925,37.691257,2,0,0.0
383.231247,1083.12,4000.0,659.560532,0.0,1777.056105,0.0,0,24,1083.12
1264.974166,1155.4,2000.0,116.244107,1155.4,475.171266,0.0,0,1,0.0
287.581425,45.65,1200.0,371.232319,45.65,1117.683394,0.0,0,1,0.0
1834.501318,4399.07,11150.0,1864.863139,3705.13,6891.424677,1838.093797,4,80,693.94
82.000743,67.44,4000.0,57.564463,67.44,14.68344,0.0,0,1,0.0
2588.459613,181.63,1800.0,960.647101,181.63,1475.973063,2252.747969,17,13,0.0
276.229102,0.0,1500.0,362.442402,0.0,986.583117,1350.155793,1,0,0.0
1402.659723,0.0,1200.0,372.641361,0.0,955.41412,1145.252721,4,0,0.0
1660.750541,1593.29,7000.0,188.340279,214.2,447.808002,0.0,0,36,1379.09
1026.076088,0.0,7000.0,1478.485801,0.0,3304.423662,1270.287892,9,0,0.0
364.300862,398.64,1500.0,449.07262,0.0,1135.629139,0.0,0,12,398.64
360.729411,0.0,1500.0,335.993476,0.0,933.150722,1374.764359,1,0,0.0
2924.470714,0.0,6000.0,195.294122,0.0,1055.369866,3776.644822,2,0,0.0
1417.970244,0.0,7500.0,1809.974326,0.0,5897.491823,3318.487381,8,0,0.0
497.127166,312.1,2000.0,145.605731,0.0,21.377711,0.0,0,7,312.1
1851.996908,1562.43,13000.0,1178.476722,249.24,4920.036231,0.0,0,42,1313.19
1065.894938,1721.66,10000.0,1173.307383,551.17,4071.792166,0.0,0,27,1170.49
8216.880805,8665.38,9500.0,240.601287,6120.4,1138.534442,0.0,0,104,2544.98
2790.066228,1036.68,1700.0,1281.453534,150.0,1158.67621,1789.779133,11,22,886.68
470.841807,0.0,3000.0,912.479272,0.0,2093.844656,1307.898095,2,0,0.0
1323.74446,1439.49,6000.0,200.986504,593.0,299.464702,0.0,0,31,846.49
155.609598,190.45,8500.0,66.465635,190.45,21.928045,49.196465,1,2,0.0
632.225833,1151.91,1000.0,350.841821,615.85,657.223335,442.688396,2,13,536.06
529.362717,724.52,4000.0,189.362616,200.0,74.34204,0.0,0,13,524.52
918.003032,715.51,3500.0,792.902894,109.0,2664.700424,494.573662,1,11,606.51
197.631228,0.0,1000.0,214.62422,0.0,900.482738,77.012362,1,0,0.0
290.331406,0.0,1200.0,353.360027,0.0,1146.202492,58.697369,3,0,0.0
182.175514,158.34,6000.0,55.480481,0.0,9.72453,0.0,0,4,158.34
869.253948,173.48,3000.0,4682.965732,173.48,3037.608728,382.582455,6,3,0.0
2161.530837,0.0,6000.0,55.542128,0.0,25.184241,519.538738,5,0,0.0
4017.742718,117.32,1500.0,273.139411,117.32,1100.941072,5573.767921,7,3,0.0
1072.021707,1049.0,5000.0,153.531842,0.0,64.078171,0.0,0,14,1049.0
31.845894,23.91,15500.0,22.081988,23.91,1.059425,0.0,0,4,0.0
410.973222,1132.36,2500.0,405.230106,377.44,1095.041551,0.0,0,43,754.92
350.773984,82.0,4200.0,215.834479,82.0,234.700486,0.0,0,2,0.0
3447.733455,0.0,18000.0,1608.111732,0.0,7156.345546,2506.083985,6,0,0.0
453.692206,664.61,7500.0,358.574883,45.7,1435.703308,945.736707,3,15,618.91
2258.1657,2251.62,9500.0,169.123707,1964.05,325.024091,141.021854,1,20,287.57
2095.014385,2514.3,5000.0,1960.982734,985.11,4395.237251,0.0,0,32,1529.19
308.793382,179.0,4000.0,73.19845,0.0,25.379719,0.0,0,6,179.0
3166.91554,3108.01,10500.0,175.704497,0.0,400.69973,0.0,0,16,3108.01
670.719989,93.31,3500.0,949.520589,93.31,3044.269636,789.697144,2,1,0.0
2975.275558,2877.09,3500.0,112.893466,1561.04,435.905875,204.935422,2,51,1316.05
2543.033209,2331.68,17500.0,1237.405459,1088.04,5257.807308,10291.12574,10,34,1243.64
7280.584479,11.41,10000.0,1013.780486,11.41,3860.238072,0.0,0,2,0.0
3729.948989,3873.5,8500.0,436.253648,2642.14,1514.750841,2306.919698,6,50,1231.36
1355.948713,538.51,12000.0,1471.164439,538.51,6509.334652,7232.069823,20,4,0.0
920.748289,775.0,8500.0,784.929199,365.0,3338.863375,0.0,0,8,410.0
8092.781701,398.08,8000.0,872.208375,0.0,3281.958491,6694.105562,20,9,398.08
2657.196453,0.0,6000.0,4431.645308,0.0,5932.367808,4253.311089,10,0,0.0
168.100048,0.0,10000.0,237.414459,0.0,994.367302,4058.539188,15,0,0.0
2557.841292,1763.89,6500.0,2268.544117,258.43,5925.120611,0.0,0,195,1505.46
612.674738,405.61,2200.0,130.269702,0.0,162.54754,0.0,0,23,405.61
976.831849,818.64,1000.0,1926.566967,0.0,1070.486185,0.0,0,24,818.64
3246.575307,0.0,5000.0,866.693315,0.0,4059.211725,4524.312762,4,0,0.0
3468.13596,983.24,14000.0,2412.958258,983.24,8356.277203,2329.181013,7,4,0.0
1019.527645,611.71,1200.0,273.627647,591.71,929.115076,0.0,0,11,20.0
1030.373212,627.23,2500.0,521.492992,493.48,2159.370933,1055.558646,3,17,133.75
1348.018275,0.0,9500.0,1101.578675,0.0,4523.499003,966.297398,2,0,0.0
1065.666403,0.0,1200.0,160.863666,0.0,753.703481,899.346012,2,0,0.0
883.744982,878.29,8500.0,858.064557,631.27,3778.609797,0.0,0,13,247.02
574.055852,1787.83,4000.0,259.977392,126.24,947.457151,458.961661,1,61,1661.59
502.64224,299.9,4200.0,204.447891,299.9,606.323282,0.0,0,3,0.0
688.546903,875.38,6500.0,196.362677,0.0,73.379518,0.0,0,16,875.38
415.924157,380.0,1200.0,247.45192,380.0,516.49276,1004.279993,11,6,0.0
2230.320729,2354.06,4000.0,224.547489,215.87,906.107168,0.0,0,51,2138.19
3275.790625,2530.12,2500.0,594.769152,2530.12,2220.063789,157.109678,3,85,0.0
3906.738592,1168.75,16500.0,3379.593046,0.0,15532.33972,3183.037625,5,11,1168.75
2597.718416,2066.08,7500.0,201.214315,1245.3,205.123752,0.0,0,41,820.78
7035.994095,9113.78,12000.0,243.938058,6138.57,788.257316,0.0,0,128,2975.21
534.728641,824.77,1800.0,892.117717,377.81,1073.370435,1214.495468,6,25,446.96
3112.377295,0.0,2400.0,3102.98565,0.0,1381.753281,648.228793,1,0,0.0
8946.495566,0.0,17000.0,153.782546,0.0,405.162601,4679.312402,8,0,0.0
1193.383862,462.7,1800.0,114.183944,162.7,372.924756,0.0,0,7,300.0
519.307161,462.99,13500.0,157.208204,0.0,55.681483,0.0,0,12,462.99
3794.796448,1624.05,8500.0,559.169569,1205.75,2092.855291,0.0,0,13,418.3
1968.065171,0.0,4000.0,188.435841,0.0,556.912886,972.223685,1,0,0.0
33.010201,233.9,10500.0,53.9438,233.9,6.121105,0.0,0,5,0.0
476.370018,504.2,1000.0,130.862225,0.0,19.112841,0.0,0,20,504.2
2250.502094,7184.73,11500.0,3745.116848,6519.19,7803.470739,0.0,0,78,665.54
938.073283,324.96,5500.0,2927.486552,0.0,5274.508501,1392.925291,5,12,324.96
411.517239,0.0,2000.0,765.751845,0.0,1887.061349,93.437109,3,0,0.0
804.255916,946.0,6500.0,169.229664,536.0,152.227891,0.0,0,18,410.0
164.003621,0.0,1500.0,254.022569,0.0,1193.351573,1433.85482,4,0,0.0
1064.575065,0.0,7000.0,587.957563,0.0,2544.036536,107.710567,1,0,0.0
1319.009967,1176.93,7500.0,64.517961,0.0,63.064197,0.0,0,23,1176.93
268.500244,225.6,4000.0,29.584288,0.0,3.29042,0.0,0,12,225.6
757.48839,847.88,5000.0,193.758424,0.0,182.959331,0.0,0,11,847.88
1607.021526,1893.89,9500.0,1480.26633,1543.89,5082.971064,970.708796,1,27,350.0
3185.017063,1878.54,3500.0,1079.066979,1198.89,2817.403474,1154.965664,8,14,679.65
3158.530331,2542.61,7500.0,192.272514,696.08,320.35306,0.0,0,27,1846.53
696.538922,0.0,10000.0,1095.734566,0.0,2801.239086,7216.489768,9,0,0.0
679.431948,366.68,3000.0,126.692506,0.0,126.289657,175.284005,2,4,366.68
9438.180272,123.24,14500.0,1961.413154,123.24,7985.621826,7949.596045,32,2,0.0
866.009167,803.22,1000.0,1038.182688,0.0,1084.131331,901.628291,3,21,803.22
5878.42845,0.0,7000.0,1719.694161,0.0,5520.201751,6218.171457,23,0,0.0
170.47103,177.0,1950.0,221.171027,177.0,109.594389,0.0,0,1,0.0
6091.906636,4201.13,5500.0,830.39506,3802.21,2416.771489,3306.574157,11,82,398.92
1382.179262,1126.68,7000.0,1438.031851,1033.6,5701.848812,1831.160025,5,20,93.08
714.738754,0.0,3000.0,799.591816,0.0,2866.054641,236.955668,4,0,0.0
4228.186416,263.04,2300.0,325.737106,263.04,1352.301367,1460.777849,3,1,0.0
2217.869091,2610.3,8500.0,219.629629,902.6,495.069704,0.0,0,34,1707.7
303.052882,0.0,2400.0,453.831541,0.0,1299.93337,916.37094,2,0,0.0
1171.807751,0.0,4000.0,848.973008,0.0,3020.900667,3417.227455,9,0,0.0
5623.305898,5446.88,9500.0,233.917424,3466.22,608.752081,0.0,0,45,1980.66
1151.202909,140.6,5500.0,1489.130441,140.6,4587.892398,953.934018,3,2,0.0
3579.298838,9134.26,10500.0,1148.902535,2002.9,4005.344926,0.0,0,65,7131.36
8987.534163,3044.6,3000.0,332.787755,3044.6,534.75165,684.269093,1,2,0.0
99.085409,153.18,2500.0,145.637604,61.9,34.387537,0.0,0,11,91.28
472.580919,522.0,1000.0,15584.09742,0.0,1553.505165,0.0,0,14,522.0
1152.518504,1160.66,1500.0,32.376453,34.9,10.106017,0.0,0,37,1125.76
2764.893686,3042.08,8500.0,246.737259,1419.07,397.003171,0.0,0,98,1623.01
204.464151,765.0,2000.0,146.352314,765.0,611.561026,0.0,0,1,0.0
905.844846,1595.93,6000.0,2376.919568,1595.93,4840.545574,4359.32575,17,25,0.0
640.607666,890.0,3000.0,289.747401,400.0,1176.992085,0.0,0,7,490.0
2507.587709,2226.06,8500.0,97.944748,0.0,47.107274,0.0,0,14,2226.06
697.009124,110.0,1200.0,1117.265123,110.0,289.529643,1134.891542,7,1,0.0
854.431761,0.0,9000.0,681.959088,0.0,2689.040221,2928.671045,2,0,0.0
125.780361,62.7,3000.0,164.519883,62.7,14.871714,0.0,0,1,0.0
549.036894,587.34,11500.0,139.958805,0.0,35.360897,0.0,0,14,587.34
6153.484827,4666.51,7500.0,534.578893,4464.76,1902.665938,4120.44084,10,46,201.75
435.997908,453.24,2000.0,62.817278,0.0,17.026818,0.0,0,12,453.24
1016.090423,694.91,7500.0,189.29217,37.5,229.540732,0.0,0,15,657.41
618.964215,868.0,4000.0,268.075781,0.0,186.706199,0.0,0,6,868.0
1175.753031,2358.28,2500.0,330.579046,2171.8,1264.152747,144.017573,2,28,186.48
1579.491353,1639.97,7000.0,178.416176,971.97,160.15008,0.0,0,20,668.0
2885.335197,775.42,14000.0,3331.513399,649.42,12856.15251,7362.379262,11,16,126.0
91.692752,0.0,3000.0,26143.17049,0.0,3034.686119,370.098258,2,0,0.0
933.01991,0.0,2750.0,602.387923,0.0,2537.257188,557.526465,2,0,0.0
748.290167,858.5,7000.0,597.63665,858.5,2376.483239,356.570057,3,13,0.0
1009.287105,0.0,6000.0,1431.909784,0.0,3625.207579,1274.199991,1,0,0.0
1154.910275,600.0,4700.0,1475.694904,0.0,3904.008546,1433.189324,6,6,600.0
3142.651675,300.68,5000.0,80.613743,0.0,59.263479,0.0,0,1,300.68
3842.787673,0.0,6000.0,547.238675,0.0,1114.56327,298.659126,1,0,0.0
266.286419,55.69,1200.0,544.723121,55.69,1128.717636,56.453676,1,3,0.0
4009.961094,4468.71,4000.0,184.31048,3870.15,451.905949,0.0,0,53,598.56
1365.324882,1000.0,14000.0,1766.055701,1000.0,6074.986862,4360.872498,7,1,0.0
947.039165,816.0,11500.0,1076.480794,638.91,3490.186741,0.0,0,15,177.09
616.095965,521.31,3000.0,467.239217,140.0,1368.99507,0.0,0,20,381.31
541.359082,469.0,1000.0,115.03052,0.0,60.52124,0.0,0,6,469.0
791.091826,476.16,2000.0,768.758551,0.0,1961.322415,0.0,0,48,476.16
1854.156679,561.25,8000.0,1172.150883,375.25,4153.477506,1222.725542,15,4,186.0
340.376582,346.3,1800.0,74.812454,0.0,22.523964,0.0,0,7,346.3
1534.809766,0.0,8000.0,2012.365718,0.0,7593.590618,3843.962731,2,0,0.0
1314.537349,812.97,6000.0,191.480116,598.09,46.054436,0.0,0,24,214.88
1964.195588,1082.98,18500.0,1978.414023,497.08,8771.507851,4504.545269,26,26,585.9
536.091856,1137.62,6200.0,981.877595,659.62,3008.66367,3116.44095,12,16,478.0
2374.80576,2326.52,3500.0,177.683227,136.8,215.213174,0.0,0,75,2189.72
1229.025203,1070.73,10000.0,192.197394,432.8,96.155647,0.0,0,27,637.93
257.24454,1398.21,7000.0,346.844936,1243.5,1101.656754,0.0,0,16,154.71
4760.677367,1470.24,7000.0,1393.490557,882.78,4779.786334,4962.936839,33,29,587.46
2953.858729,0.0,8500.0,335.991369,0.0,765.880394,1966.812413,1,0,0.0
8778.87795,0.0,9000.0,1470.361933,0.0,4705.294706,9894.067335,30,0,0.0
3092.937061,0.0,2900.0,681.529737,0.0,2008.461205,2436.107429,4,0,0.0
508.056466,29.5,3000.0,1267.37587,29.5,2856.16815,103.141056,4,1,0.0
253.475631,0.0,1200.0,73.411615,0.0,198.12512,973.656086,5,0,0.0
404.572322,262.71,4000.0,170.087703,0.0,27.851354,0.0,0,7,262.71
3922.394684,4115.98,5000.0,474.667356,3975.98,1487.657507,0.0,0,31,140.0
18341.95467,0.0,15000.0,3127.192305,0.0,10915.55075,23130.82106,23,0,0.0
192.781455,118.16,2500.0,56.999671,118.16,107.944741,472.818286,1,2,0.0
851.921672,853.3,2000.0,73.600798,853.3,117.777688,0.0,0,3,0.0
3644.186477,2267.38,4500.0,341.5862,1674.75,862.481024,282.991201,2,41,592.63
271.567821,104.95,1500.0,71.59927,0.0,7.153512,0.0,0,4,104.95
746.951133,470.69,18000.0,156.812691,57.0,48.242289,0.0,0,5,413.69
3170.370677,932.03,5500.0,269.655125,231.87,490.368785,987.069944,1,5,700.16
3421.846931,307.12,8500.0,470.192366,307.12,1848.248809,0.0,0,2,0.0
201.425194,0.0,1500.0,233.54565,0.0,1417.979193,97.106059,4,0,0.0
15043.66508,57.0,12500.0,256.881348,57.0,510.504804,10239.08859,6,1,0.0
2582.18354,2601.6,1800.0,2374.370421,0.0,339.294514,0.0,0,12,2601.6
1362.424363,0.0,7000.0,1240.254115,0.0,5151.912071,2873.077058,4,0,0.0
584.787421,440.0,3000.0,267.430198,0.0,1203.464556,1472.061257,3,4,440.0
1364.331914,716.76,7000.0,1968.717366,54.46,6437.92423,2365.445125,10,33,662.3
3746.674803,4236.36,18500.0,167.823077,2325.16,407.177714,0.0,0,29,1911.2
6409.769007,935.71,6000.0,1447.893709,0.0,3929.705042,5093.44832,3,34,935.71
1593.897063,473.51,7500.0,3196.171515,70.0,6909.058266,1031.583943,4,11,403.51
1057.25415,885.44,1000.0,1613.401207,0.0,1054.905969,0.0,0,111,885.44
1050.91005,493.34,9500.0,821.066878,260.0,3664.282588,0.0,0,6,233.34
9689.602075,2155.13,7500.0,3163.402977,1325.34,6443.077147,1650.039631,17,75,829.79
1179.34586,888.98,6000.0,1200.960907,888.98,4570.04875,1825.929322,2,7,0.0
4776.370808,2513.46,9000.0,836.641054,2513.46,3573.583803,6181.23369,12,6,0.0
1595.023315,1475.23,4000.0,34.819015,1475.23,96.699394,0.0,0,14,0.0
1385.717858,3441.3,11500.0,1499.391822,2416.7,4968.771623,0.0,0,26,1024.6
245.914697,2308.0,3000.0,564.472958,608.0,1031.936983,0.0,0,9,1700.0
191.067061,182.08,1500.0,54.734326,0.0,3.847042,0.0,0,8,182.08
1770.052426,1377.31,16000.0,190.754221,827.35,166.258538,133.878836,1,14,549.96
599.044421,255.75,3500.0,586.693702,187.0,1589.449271,0.0,0,5,68.75
620.437714,255.7,6500.0,505.940539,229.02,2305.313527,14.222216,1,8,26.68
4763.080391,1071.8,2500.0,751.737661,1020.0,818.310935,752.292181,3,6,51.8
2704.076105,1347.7,15500.0,2580.556298,0.0,11416.64736,0.0,0,9,1347.7
485.389275,75.5,5000.0,603.340807,75.5,2008.004976,0.0,0,2,0.0
1828.239171,0.0,11500.0,1952.041626,0.0,5880.218671,10590.41113,1,0,0.0
1408.437818,0.0,7000.0,1228.996607,0.0,5354.109275,2660.070252,7,0,0.0
750.543668,0.0,9000.0,1131.588644,0.0,3207.605367,3766.7883,5,0,0.0
10339.93845,0.0,7500.0,1348.605697,0.0,4319.531807,9085.908764,19,0,0.0
860.265446,1325.21,3000.0,227.004657,1017.21,705.645246,0.0,0,14,308.0
119.62682,229.0,150.0,252.515849,229.0,112.01046,0.0,0,4,0.0
1481.136548,0.0,5500.0,477.284193,0.0,1978.041097,1922.461395,4,0,0.0
1368.204953,585.68,4500.0,201.964603,445.98,468.769607,856.77615,19,12,139.7
1898.347582,0.0,2000.0,32.585321,0.0,15.531077,1630.319983,4,0,0.0
1897.171179,1627.0,1200.0,613.912928,1627.0,1003.058842,0.0,0,12,0.0
2588.893066,2310.61,18000.0,190.034881,1375.61,220.938626,0.0,0,33,935.0
1230.806488,1780.79,17000.0,1182.650916,1080.65,5236.290986,657.93913,5,93,700.14
4971.981428,5176.62,8500.0,172.888946,5176.62,505.333425,0.0,0,33,0.0
224.528678,265.97,1000.0,120.554003,0.0,17.896575,0.0,0,14,265.97
1322.74282,1026.26,11000.0,1417.69815,1026.26,5550.171932,256.963408,1,12,0.0
2375.560677,2692.65,1500.0,178.352824,2072.32,236.507753,0.0,0,45,620.33
281.613657,0.0,1200.0,240.366583,0.0,1132.282217,68.520455,1,0,0.0
253.663706,0.0,1200.0,260.21665,0.0,247.857188,872.983058,10,0,0.0
4974.329762,3729.7,8000.0,931.22828,2169.35,3312.222433,0.0,0,81,1560.35
303.776791,0.0,1500.0,466.08332,0.0,1373.252757,79.435812,3,0,0.0
482.868194,561.38,1500.0,168.926878,0.0,71.542751,0.0,0,32,561.38
2365.524893,190.54,1200.0,423.0202,0.0,774.645244,2467.204866,4,6,190.54
1190.41941,420.88,4500.0,205.529399,0.0,727.467671,429.481253,4,7,420.88
1839.908719,30.0,1500.0,570.913732,30.0,1115.208504,1484.671104,11,1,0.0
4634.133777,0.0,3000.0,476.217118,0.0,366.441008,2838.753109,3,0,0.0
8259.411897,3629.8,7500.0,4725.470314,50.0,3891.346976,2538.561644,5,254,3579.8
4365.058558,1080.0,8500.0,6019.766066,0.0,7442.599092,3968.684047,29,24,1080.0
1321.798347,0.0,1200.0,145.445603,0.0,752.485849,1075.239192,4,0,0.0
1306.526458,1672.99,1600.0,968.817429,972.01,537.491488,0.0,0,25,700.98
4847.513095,0.0,2500.0,507.635447,0.0,1890.946618,4561.090005,7,0,0.0
36.844388,248.31,9500.0,66.224535,0.0,11.269672,0.0,0,10,248.31
1834.431851,701.25,3500.0,132.939468,0.0,50.006512,0.0,0,5,701.25
2241.246911,4378.8,10000.0,1320.011574,3195.58,5115.712849,0.0,0,19,1183.22
11112.38396,10243.48,7500.0,252.899236,4316.82,984.724235,0.0,0,56,5926.66
449.280028,481.75,1200.0,273.503587,431.75,952.379745,0.0,0,20,50.0
980.963861,993.5,6500.0,140.519148,896.0,160.681189,0.0,0,9,97.5
1322.74089,200.0,3500.0,3419.12662,200.0,3461.183622,108.408059,1,1,0.0
2608.402427,3161.02,7000.0,156.424862,2012.38,232.638142,0.0,0,22,1148.64
936.326494,1197.12,9000.0,180.002457,1197.12,126.134681,0.0,0,12,0.0
226.879675,1759.46,7000.0,415.235431,1759.46,1958.649839,3240.789709,16,11,0.0
303.409519,294.0,5000.0,185.055438,0.0,24.099873,0.0,0,12,294.0
864.1411,0.0,7000.0,983.378772,0.0,4424.767314,7013.528326,13,0,0.0
893.62955,0.0,3000.0,469.990207,0.0,2297.708974,797.536774,2,0,0.0
313.750208,86.69,5500.0,351.085178,86.69,1667.269812,715.747319,2,1,0.0
913.302873,952.16,7000.0,174.963013,463.04,74.254958,0.0,0,24,489.12
100.915736,92.02,1600.0,82.436727,0.0,9.526312,0.0,0,6,92.02
1475.770687,796.9,1950.0,160.568063,0.0,95.853493,0.0,0,9,796.9
2853.125011,1319.19,1200.0,528.790549,1296.69,772.206384,1581.026455,6,27,22.5
1753.60425,0.0,1800.0,206.790234,0.0,533.163378,930.378581,2,0,0.0
570.478919,585.87,10000.0,182.613309,585.87,66.65712,0.0,0,12,0.0
4404.853578,0.0,3500.0,254.748687,0.0,918.401897,3176.804663,2,0,0.0
558.164261,0.0,1950.0,495.630406,0.0,1630.676858,275.166058,1,0,0.0
564.37975,0.0,2500.0,847.079637,0.0,2384.257016,99.110887,2,0,0.0
148.214416,133.86,9500.0,167.952263,0.0,25.706551,0.0,0,6,133.86
210.435488,1451.5,1200.0,886.458108,1451.5,956.303408,0.0,0,54,0.0
384.322913,528.08,2000.0,174.894699,528.08,40.627614,0.0,0,16,0.0
1327.690018,0.0,7000.0,1273.479311,0.0,5010.879703,2181.390333,7,0,0.0
589.389711,0.0,2500.0,428.293387,0.0,1822.259235,1672.653551,4,0,0.0
2189.546633,407.81,5000.0,2473.447437,351.81,4936.913341,2790.468488,7,4,56.0
361.786239,815.34,2500.0,125.693866,149.04,93.964086,0.0,0,14,666.3
4962.461845,4391.87,16500.0,175.713135,3943.37,512.946312,422.496562,2,46,448.5
2082.619124,2445.24,3400.0,192.20043,2253.76,680.889818,0.0,0,36,191.48
943.909555,0.0,2500.0,663.690608,0.0,2177.338711,430.534073,2,0,0.0
585.022975,351.54,3000.0,251.539573,61.54,1055.833418,0.0,0,13,290.0
2699.969008,0.0,11500.0,17.401529,0.0,153.949311,3988.242395,7,0,0.0
933.969974,141.8,10000.0,919.289675,141.8,5906.184924,1651.286918,12,2,0.0
273.383468,0.0,8500.0,319.905806,0.0,1061.394006,320.869981,8,0,0.0
1040.640647,1218.24,5000.0,153.824693,0.0,126.018616,0.0,0,18,1218.24
98.018318,1319.26,3500.0,281.813294,1319.26,462.598215,0.0,0,1,0.0
1885.940209,2984.34,14500.0,196.257674,2754.92,195.575108,0.0,0,28,229.42
7324.826511,614.01,7500.0,1023.038321,473.01,4759.70237,6791.261503,8,14,141.0
463.88804,0.0,1800.0,448.969242,0.0,1581.742203,335.348071,2,0,0.0
440.519737,0.0,1200.0,320.383825,0.0,1026.201421,244.88819,2,0,0.0
566.302426,0.0,2000.0,351.844812,0.0,1585.806548,274.3843,1,0,0.0
2185.891694,0.0,1400.0,436.135143,0.0,645.181409,2014.386387,2,0,0.0
589.35887,569.02,3200.0,186.59462,246.89,237.861439,1431.673728,3,6,322.13
1275.398838,2729.0,16500.0,177.970856,1409.0,297.004363,0.0,0,14,1320.0
861.251403,2753.35,9000.0,906.390801,1960.0,2895.765754,0.0,0,8,793.35
669.767901,87.3,8000.0,162.269258,0.0,14.58126,0.0,0,1,87.3
2811.544882,0.0,7500.0,111.338928,0.0,310.795046,2810.45573,2,0,0.0
4291.341088,1184.98,7000.0,946.341931,757.95,3470.333673,6370.145895,18,14,427.03
1071.879544,0.0,1200.0,263.735953,0.0,989.022229,559.200528,5,0,0.0
1685.441335,3342.9,2500.0,2766.440973,1907.9,2048.834742,436.15809,5,45,1435.0
7799.250959,1225.79,5100.0,1347.127384,0.0,3037.476732,6560.352738,10,58,1225.79
286.46296,0.0,1200.0,263.950897,0.0,1072.257388,39.265903,1,0,0.0
3313.162847,139.67,6000.0,2759.80377,139.67,5097.916969,3365.390269,22,6,0.0
254.277454,66.72,1000.0,199.50774,0.0,975.820862,0.0,0,4,66.72
1771.36501,577.98,6000.0,1842.75662,358.02,5827.830678,2191.528662,7,13,219.96
